,name,mana_cost,cmc,oracle_text,power,toughness,prices,set,rarity
2540,Wurm,_,0.0,Trample,6.0,6.0,0.4,tuma,0
2541,Heir of the Wilds,{1}{G},2.0,Deathtouch Ferocious — Whenever This Card attacks  if you control a creature with power 4 or greater  This Card gets +1/+1 until end of turn.,2.0,2.0,0.07,ktk,1
2542,Timber Wolves,{G},1.0,Banding (Any creatures with banding  and up to one without  can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature  you divide that creature's combat damage  not its controller  among any of the creatures it's being blocked by or is blocking.),1.0,1.0,0.39,4ed,2
2543,Wild Nacatl,{G},1.0,This Card gets +1/+1 as long as you control a Mountain. This Card gets +1/+1 as long as you control a Plains.,1.0,1.0,0.28,ddh,0
2544,Acclaimed Contender,{2}{W},3.0,When This Card enters the battlefield  if you control another Knight  look at the top five cards of your library. You may reveal a Knight  Aura  Equipment  or legendary artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.,3.0,3.0,0.22,eld,2
2545,Wall of Runes,{U},1.0,Defender (This creature can't attack.) When This Card enters the battlefield  scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),0.0,4.0,0.06,m21,0
2546,Ayesha Tanaka,{W}{W}{U}{U},4.0,Banding (Any creatures with banding  and up to one without  can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature  you divide that creature's combat damage  not its controller  among any of the creatures it's being blocked by or is blocking.) {T}: Counter target activated ability from an artifact source unless that ability's controller pays {W}. (Mana abilities can't be targeted.),2.0,2.0,0.21,chr,2
2547,Murmuring Phantasm,{1}{U},2.0,Defender,0.0,5.0,0.12,jmp,0
2548,"Iroas, God of Victory",{2}{R}{W},4.0,Indestructible As long as your devotion to red and white is less than seven  Iroas isn't a creature. Creatures you control have menace. Prevent all damage that would be dealt to attacking creatures you control.,7.0,4.0,13.03,c16,3
2549,Teferi's Drake,{2}{U},3.0,Flying Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out  it's treated as though it doesn't exist.),3.0,2.0,0.1,mir,0
2550,Noxious Hatchling,{3}{B/G},4.0,This Card enters the battlefield with four -1/-1 counters on it. Wither (This deals damage to creatures in the form of -1/-1 counters.) Whenever you cast a black spell  remove a -1/-1 counter from This Card. Whenever you cast a green spell  remove a -1/-1 counter from This Card.,6.0,6.0,0.33,eve,1
2551,Towering Baloth,{6}{G}{G},8.0,Morph {6}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),7.0,6.0,0.17,ons,1
2552,Storm Fleet Arsonist,{4}{R},5.0,Raid — When This Card enters the battlefield  if you attacked this turn  target opponent sacrifices a permanent.,4.0,4.0,0.08,xln,1
2553,Rot Hulk,{5}{B}{B},7.0,Menace When This Card enters the battlefield  return up to X target Zombie cards from your graveyard to the battlefield  where X is the number of opponents you have.,5.0,5.0,30.07,gnt,3
2554,Orzhov Pontiff,{1}{W}{B},3.0,Haunt (When this creature dies  exile it haunting target creature.) When This Card enters the battlefield or the creature it haunts dies  choose one — • Creatures you control get +1/+1 until end of turn. • Creatures you don't control get -1/-1 until end of turn.,1.0,1.0,0.07,2x2,1
2555,Elder Spawn,{4}{U}{U}{U},7.0,At the beginning of your upkeep  unless you sacrifice an Island  sacrifice This Card and it deals 6 damage to you. This Card can't be blocked by red creatures.,6.0,6.0,26.64,leg,2
2556,Bull Cerodon,{4}{R}{W},6.0,Vigilance  haste,5.0,5.0,0.1,hop,1
2557,Treefolk Warrior,_,0.0,This creature's power and toughness are each equal to the number of Forests you control.,4.0,4.0,0.35,tm15,0
2558,Hag Hedge-Mage,{2}{B/G},3.0,When This Card enters the battlefield  if you control two or more Swamps  you may have target player discard a card. When This Card enters the battlefield  if you control two or more Forests  you may put target card from your graveyard on top of your library.,2.0,2.0,0.11,eve,1
2559,Calcite Snapper,{1}{U}{U},3.0,Shroud (This creature can't be the target of spells or abilities.) Landfall — Whenever a land enters the battlefield under your control  you may switch This Card's power and toughness until end of turn.,1.0,4.0,0.1,wwk,0
2560,Dark Hatchling,{4}{B}{B},6.0,Flying When This Card enters the battlefield  destroy target nonblack creature. It can't be regenerated.,3.0,3.0,0.07,clb,2
2561,Tymora's Invoker,{1}{U},2.0,Sleight of Hand — {8}: Draw two cards.,1.0,3.0,0.03,clb,0
2562,Herald of Secret Streams,{3}{U},4.0,Creatures you control with +1/+1 counters on them can't be blocked.,2.0,3.0,6.46,xln,2
2563,Abundant Maw,{8},8.0,Emerge {6}{B} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.) When you cast this spell  target opponent loses 3 life and you gain 3 life.,6.0,4.0,0.06,emn,1
2564,Deep-Sea Terror,{4}{U}{U},6.0,This Card can't attack unless there are seven or more cards in your graveyard.,6.0,6.0,0.04,ori,0
2565,Truefire Captain,{R}{R}{W}{W},4.0,Mentor (Whenever this creature attacks  put a +1/+1 counter on target attacking creature with lesser power.) Whenever This Card is dealt damage  it deals that much damage to target player.,4.0,3.0,0.1,grn,1
2566,Plaxmanta,{1}{U},2.0,Flash When This Card enters the battlefield  creatures you control gain shroud until end of turn. (They can't be the targets of spells or abilities.) When This Card enters the battlefield  sacrifice it unless {G} was spent to cast it.,2.0,2.0,0.12,c15,1
2567,Nykthos Paragon,{4}{W}{W},6.0,Whenever you gain life  you may put that many +1/+1 counters on each creature you control. Do this only once each turn.,4.0,6.0,0.33,mh2,2
2568,Oracle en-Vec,{1}{W},2.0,{T}: Target opponent chooses any number of creatures they control. During that player's next turn  the chosen creatures attack if able  and other creatures can't attack. At the beginning of that turn's end step  destroy each of the chosen creatures that didn't attack this turn. Activate only during your turn.,1.0,1.0,0.48,tmp,2
2569,Arcbound Whelp,{3}{R},4.0,Flying {R}: This Card gets +1/+0 until end of turn. Modular 2 (This creature enters the battlefield with two +1/+1 counters on it. When it dies  you may put its +1/+1 counters on target artifact creature.),0.0,0.0,0.02,mh2,1
2570,Viashino Heretic,{2}{R},3.0,{1}{R}  {T}: Destroy target artifact. This Card deals damage to that artifact's controller equal to the artifact's mana value.,1.0,3.0,0.73,ulg,1
2571,Hightide Hermit,{4}{U},5.0,Defender When This Card enters the battlefield  you get {E}{E}{E}{E} (four energy counters). Pay {E}{E}: This Card can attack this turn as though it didn't have defender.,4.0,4.0,0.02,kld,0
2572,Goblin Chieftain,{1}{R}{R},3.0,Haste (This creature can attack and {T} as soon as it comes under your control.) Other Goblin creatures you control get +1/+1 and have haste.,2.0,2.0,2.35,jmp,2
2573,"Ertai, the Corrupted",{2}{W}{U}{B},5.0,{U}  {T}  Sacrifice a creature or enchantment: Counter target spell.,3.0,4.0,4.88,pls,2
2574,Treefolk Shaman,_,0.0,_,2.0,5.0,0.56,tmma,0
2575,Frontline Medic,{2}{W},3.0,Battalion — Whenever This Card and at least two other creatures attack  creatures you control gain indestructible until end of turn. Sacrifice This Card: Counter target spell with {X} in its mana cost unless its controller pays {3}.,3.0,3.0,0.13,clb,2
2576,Aven Sentry,{3}{W},4.0,Flying,3.0,2.0,0.02,dom,0
2577,Oran-Rief Survivalist,{1}{G},2.0,Whenever This Card or another Ally enters the battlefield under your control  you may put a +1/+1 counter on This Card.,1.0,1.0,0.08,zen,0
2578,Angel of Jubilation,{1}{W}{W}{W},4.0,Flying Other nonblack creatures you control get +1/+1. Players can't pay life or sacrifice creatures to cast spells or activate abilities.,3.0,3.0,8.07,avr,2
2579,Fangren Pathcutter,{4}{G}{G},6.0,Whenever This Card attacks  attacking creatures gain trample until end of turn.,4.0,6.0,0.1,5dn,1
2580,Akoum Stonewaker,{1}{R},2.0,Landfall — Whenever a land enters the battlefield under your control  you may pay {2}{R}. If you do  create a 3/1 red Elemental creature token with trample and haste. Exile that token at the beginning of the next end step.,2.0,1.0,0.05,bfz,1
2581,Distended Mindbender,{8},8.0,Emerge {5}{B}{B} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.) When you cast this spell  target opponent reveals their hand. You choose from it a nonland card with mana value 3 or less and a card with mana value 4 or greater. That player discards those cards.,5.0,5.0,0.26,emn,2
2582,Inferno Project,{6}{R},7.0,Trample This Card enters the battlefield with X +1/+1 counters on it  where X is the total mana value of instant and sorcery cards in your graveyard.,0.0,0.0,0.1,c21,2
2583,Tabaxi Toucaneers,{4}{W},5.0,Flying Myriad (Whenever this creature attacks  for each opponent other than defending player  you may create a token that's a copy of this creature that's tapped and attacking that player or a planeswalker they control. Exile the tokens at end of combat.),3.0,2.0,0.03,clb,0
2584,Tuskeri Firewalker,{2}{R},3.0,Boast — {1}: Exile the top card of your library. You may play that card this turn. (Activate only if this creature attacked this turn and only once each turn.),3.0,2.0,0.03,khm,0
2585,Gristleback,{2}{G},3.0,Bloodthirst 1 (If an opponent was dealt damage this turn  this creature enters the battlefield with a +1/+1 counter on it.) Sacrifice This Card: You gain life equal to This Card's power.,2.0,2.0,0.12,gpt,1
2586,Sorin's Guide,{3}{B}{B},5.0,When This Card enters the battlefield  you may search your library and/or graveyard for a card named Sorin  Vampire Lord  reveal it  and put it into your hand. If you search your library this way  shuffle.,4.0,2.0,0.24,m20,2
2587,Restoration Specialist,{1}{W},2.0,{W}  Sacrifice This Card: Return up to one target artifact card and up to one target enchantment card from your graveyard to your hand.,2.0,1.0,0.21,aer,1
2588,Pack Leader,{1}{W},2.0,Other Dogs you control get +1/+1. Whenever This Card attacks  prevent all combat damage that would be dealt this turn to Dogs you control.,2.0,2.0,0.24,m21,2
2589,Ardent Dustspeaker,{4}{R},5.0,Whenever This Card attacks  you may put an instant or sorcery card from your graveyard on the bottom of your library. If you do  exile the top two cards of your library. You may play those cards this turn.,3.0,4.0,0.02,stx,1
2590,Nightshade Assassin,{2}{B}{B},4.0,First strike When This Card enters the battlefield  you may reveal X black cards in your hand. If you do  target creature gets -X/-X until end of turn. Madness {1}{B} (If you discard this card  discard it into exile. When you do  cast it for its madness cost or put it into your graveyard.),2.0,1.0,0.04,tsr,1
2591,"Ragavan, Nimble Pilferer",{R},1.0,Whenever This Card deals combat damage to a player  create a Treasure token and exile the top card of that player's library. Until end of turn  you may cast that card. Dash {1}{R} (You may cast this spell for its dash cost. If you do  it gains haste  and it's returned from the battlefield to its owner's hand at the beginning of the next end step.),2.0,1.0,64.05,mh2,3
2592,Blind-Spot Giant,{2}{R},3.0,This Card can't attack or block unless you control another Giant.,4.0,3.0,0.08,mma,0
2593,Taniwha,{3}{U}{U},5.0,Trample Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out  it's treated as though it doesn't exist.) At the beginning of your upkeep  all lands you control phase out. (They phase in before you untap during your next untap step.),7.0,7.0,5.26,mir,2
2594,Goblin Freerunner,{3}{R},4.0,Surge {1}{R} (You may cast this spell for its surge cost if you or a teammate has cast another spell this turn.) Menace (This creature can't be blocked except by two or more creatures.),3.0,2.0,0.05,ogw,0
2595,Prophet of Kruphix,{3}{G}{U},5.0,Untap all creatures and lands you control during each other player's untap step. You may cast creature spells as though they had flash.,2.0,3.0,0.54,ths,2
2596,Cosi's Trickster,{U},1.0,Whenever an opponent shuffles their library  you may put a +1/+1 counter on This Card.,1.0,1.0,0.55,zen,2
2598,Voice of Reason,{3}{W},4.0,Flying  protection from blue,2.0,2.0,0.27,uds,1
2599,Bellowing Fiend,{4}{B},5.0,Flying Whenever This Card deals damage to a creature  This Card deals 3 damage to that creature's controller and 3 damage to you.,3.0,3.0,0.32,7ed,2
2600,"Rootha, Mercurial Artist",{1}{U}{R},3.0,{2}  Return This Card to its owner's hand: Copy target instant or sorcery spell you control. You may choose new targets for the copy.,1.0,4.0,0.06,stx,1
2601,Falkenrath Noble,{3}{B},4.0,Flying Whenever This Card or another creature dies  target player loses 1 life and you gain 1 life.,2.0,2.0,0.24,voc,1
2602,Elturel Survivors,{3}{R},4.0,Trample  myriad As long as This Card is attacking  it gets +X/+0  where X is the number of lands defending player controls.,0.0,4.0,0.18,clb,2
2603,Gladewalker Ritualist,{2}{G},3.0,Changeling (This card is every creature type.) Whenever another creature named This Card enters the battlefield under your control  draw a card.,3.0,3.0,0.11,khm,1
2604,Grim Lavamancer,{R},1.0,{R}  {T}  Exile two cards from your graveyard: This Card deals 2 damage to any target.,1.0,1.0,0.27,2xm,2
2605,Bold Impaler,{R},1.0,{2}{R}: This Card gets +2/+0 until end of turn.,1.0,2.0,0.04,emn,0
2606,Courtly Provocateur,{2}{U},3.0,{T}: Target creature attacks this turn if able. {T}: Target creature blocks this turn if able.,1.0,1.0,0.13,m13,1
2607,Nightmare,{5}{B},6.0,Flying (This creature can't be blocked except by creatures with flying or reach.) This Card's power and toughness are each equal to the number of Swamps you control.,4.0,4.0,0.1,w17,2
2608,Cleric,_,0.0,_,0.0,1.0,0.13,tdom,0
2609,Verdurous Gearhulk,{3}{G}{G},5.0,Trample When This Card enters the battlefield  distribute four +1/+1 counters among any number of target creatures you control.,4.0,4.0,0.29,mic,3
2610,Cromat,{W}{U}{B}{R}{G},5.0,{W}{B}: Destroy target creature blocking or blocked by This Card. {U}{R}: This Card gains flying until end of turn. {B}{G}: Regenerate This Card. {R}{W}: This Card gets +1/+1 until end of turn. {G}{U}: Put This Card on top of its owner's library.,5.0,5.0,5.61,apc,2
2611,Baleful Strix,{U}{B},2.0,Flying  deathtouch When This Card enters the battlefield  draw a card.,1.0,1.0,1.11,dmc,2
2612,Jagwasp Swarm,{3}{B},4.0,Flying,3.0,2.0,0.07,wwk,0
2613,Zombie Brute,{6}{B},7.0,Amplify 1 (As this creature enters the battlefield  put a +1/+1 counter on it for each Zombie card you reveal in your hand.) Trample,5.0,4.0,0.2,lgn,1
2614,Subtlety,{2}{U}{U},4.0,Flash Flying When This Card enters the battlefield  choose up to one target creature spell or planeswalker spell. Its owner puts it on the top or bottom of their library. Evoke—Exile a blue card from your hand.,3.0,3.0,10.72,mh2,3
2615,Worthy Knight,{1}{W},2.0,Whenever you cast a Knight spell  create a 1/1 white Human creature token.,2.0,2.0,0.23,eld,2
2616,Boros Swiftblade,{R}{W},2.0,Double strike,1.0,2.0,0.15,mm2,1
2617,Twins of Maurer Estate,{4}{B},5.0,Madness {2}{B} (If you discard this card  discard it into exile. When you do  cast it for its madness cost or put it into your graveyard.),3.0,5.0,0.08,uma,0
2618,Borderland Behemoth,{5}{R}{R},7.0,Trample This Card gets +4/+4 for each other Giant you control.,4.0,4.0,0.27,cm2,2
2619,"Gargos, Vicious Watcher",{3}{G}{G}{G},6.0,Vigilance Hydra spells you cast cost {4} less to cast. Whenever a creature you control becomes the target of a spell  This Card fights up to one target creature you don't control.,8.0,7.0,0.73,m20,2
2620,Skeleton Archer,{3}{B},4.0,When This Card enters the battlefield  it deals 1 damage to any target.,3.0,3.0,0.02,2x2,0
2621,Elderleaf Mentor,{3}{G},4.0,When This Card enters the battlefield  create a 1/1 green Elf Warrior creature token.,3.0,2.0,0.02,khm,0
2622,Nighthawk Scavenger,{1}{B}{B},3.0,Flying  deathtouch  lifelink This Card's power is equal to 1 plus the number of card types among cards in your opponents' graveyards. (Cards in graveyards have only the characteristics of their front face.),5.0,3.0,0.27,clb,2
2623,Nephalia Seakite,{3}{U},4.0,Flash (You may cast this spell any time you could cast an instant.) Flying,2.0,3.0,0.04,m14,0
2624,Crimson Hellkite,{6}{R}{R}{R},9.0,Flying {X}  {T}: This Card deals X damage to target creature. Spend only red mana on X.,6.0,6.0,0.39,7ed,2
2625,Psionic Entity,{4}{U},5.0,{T}: This Card deals 2 damage to any target and 3 damage to itself.,2.0,2.0,0.29,4ed,2
2626,Aven Fleetwing,{3}{U},4.0,Flying Hexproof (This creature can't be the target of spells or abilities your opponents control.),2.0,2.0,0.06,m12,0
2627,Witherscale Wurm,{4}{G}{G},6.0,Whenever This Card blocks or becomes blocked by a creature  that creature gains wither until end of turn. (It deals damage to creatures in the form of -1/-1 counters.) Whenever This Card deals damage to an opponent  remove all -1/-1 counters from it.,9.0,9.0,0.35,shm,2
2628,Bloodborn Scoundrels,{5}{B},6.0,Assist (Another player can pay up to {5} of this spell's cost.) When This Card enters the battlefield  target opponent loses 2 life and you gain 2 life.,4.0,4.0,0.04,bbd,0
2629,Dulcet Sirens,{2}{U},3.0,{U}  {T}: Target creature attacks target opponent this turn if able. Morph {U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),1.0,3.0,0.54,c14,2
2630,Vortex Runner,{2}{U},3.0,As long as you control eight or more lands  This Card gets +1/+0 and can't be blocked.,2.0,3.0,0.01,stx,0
2631,Fuming Effigy,{3}{R},4.0,Whenever one or more cards leave your graveyard  This Card deals 1 damage to each opponent.,4.0,3.0,0.02,stx,0
2632,Master of Arms,{2}{W},3.0,First strike {1}{W}: Tap target creature blocking This Card.,2.0,2.0,0.15,wth,1
2633,Canopy Spider,{1}{G},2.0,Reach (This creature can block creatures with flying.),1.0,3.0,0.24,m20,0
2634,Star Pupil,{W},1.0,This Card enters the battlefield with a +1/+1 counter on it. When This Card dies  put its counters on target creature you control.,0.0,0.0,0.04,stx,0
2635,Vent Sentinel,{3}{R},4.0,Defender {1}{R}  {T}: This Card deals damage to target player or planeswalker equal to the number of creatures you control with defender.,2.0,4.0,0.06,ima,0
2636,Undead Alchemist,{3}{U},4.0,If a Zombie you control would deal combat damage to a player  instead that player mills that many cards. Whenever a creature card is put into an opponent's graveyard from their library  exile that card and create a 2/2 black Zombie creature token.,4.0,2.0,0.27,mic,2
2637,Corrosive Mentor,{2}{B},3.0,Black creatures you control have wither. (They deal damage to creatures in the form of -1/-1 counters.),1.0,3.0,1.89,shm,1
2638,Ivory Giant,{5}{W}{W},7.0,When This Card enters the battlefield  tap all nonwhite creatures. Suspend 5—{W} (Rather than cast this card from your hand  you may pay {W} and exile it with five time counters on it. At the beginning of your upkeep  remove a time counter. When the last is removed  cast it without paying its mana cost. It has haste.),3.0,4.0,0.01,tsr,0
2639,Grim Physician,{B},1.0,When This Card dies  target creature an opponent controls gets -1/-1 until end of turn.,1.0,1.0,0.02,thb,0
2640,Affa Guard Hound,{2}{W},3.0,Flash (You may cast this spell any time you could cast an instant.) When This Card enters the battlefield  target creature gets +0/+3 until end of turn.,2.0,2.0,0.05,jmp,1
2641,Merfolk Skyscout,{2}{U}{U},4.0,Flying Whenever This Card attacks or blocks  untap target permanent.,2.0,3.0,0.09,cn2,1
2642,Fugitive Wizard,{U},1.0,_,1.0,1.0,0.01,m15,0
2643,Goblin Dynamo,{5}{R}{R},7.0,{T}: This Card deals 1 damage to any target. {X}{R}  {T}  Sacrifice This Card: It deals X damage to any target.,4.0,4.0,0.29,lgn,1
2644,Ironclad Revolutionary,{4}{B}{B},6.0,When This Card enters the battlefield  you may sacrifice an artifact. If you do  put two +1/+1 counters on This Card and each opponent loses 2 life.,4.0,4.0,0.03,aer,1
2645,Paragon of Gathering Mists,{3}{U},4.0,Other blue creatures you control get +1/+1. {U}  {T}: Another target blue creature you control gains flying until end of turn.,2.0,2.0,0.17,m15,1
2646,Magmatic Channeler,{1}{R},2.0,As long as there are four or more instant and/or sorcery cards in your graveyard  This Card gets +3/+1. {T}  Discard a card: Exile the top two cards of your library  then choose one of them. You may play that card this turn.,1.0,3.0,0.22,znr,2
2647,Vodalian Mindsinger,{1}{U}{U},3.0,Kicker {1}{R} and/or {1}{G} This Card enters the battlefield with two +1/+1 counters on it for each time it was kicked. When This Card enters the battlefield  gain control of target creature with power less than This Card's power for as long as you control This Card.,2.0,2.0,0.14,dmu,2
2648,Emancipation Angel,{1}{W}{W},3.0,Flying When This Card enters the battlefield  return a permanent you control to its owner's hand.,3.0,3.0,0.26,jmp,1
2649,Chained Brute,{1}{R},2.0,This Card doesn't untap during your untap step. {1}  Sacrifice another creature: Untap This Card. Activate only during your turn.,4.0,3.0,0.04,jmp,1
2650,Game-Trail Changeling,{3}{G}{G},5.0,Changeling (This card is every creature type.) Trample,4.0,4.0,0.22,mor,0
2651,Ink-Treader Nephilim,{R}{G}{W}{U},4.0,Whenever a player casts an instant or sorcery spell  if that spell targets only This Card  copy the spell for each other creature that spell could target. Each copy targets a different one of those creatures.,3.0,3.0,1.44,gpt,2
2652,Rasaad yn Bashir,{2}{W},3.0,Each creature you control assigns combat damage equal to its toughness rather than its power. Whenever This Card attacks  if you have the initiative  double the toughness of each creature you control until end of turn. Choose a Background (You can have a Background as a second commander.),0.0,3.0,0.08,clb,1
2653,Psychotrope Thallid,{2}{G},3.0,At the beginning of your upkeep  put a spore counter on This Card. Remove three spore counters from This Card: Create a 1/1 green Saproling creature token. {1}  Sacrifice a Saproling: Draw a card.,1.0,1.0,4.13,plc,1
2654,Cinder Crawler,{1}{R},2.0,{R}: This Card gets +1/+0 until end of turn. Activate only if This Card is blocked.,1.0,2.0,0.06,exo,0
2655,Setessan Champion,{2}{G},3.0,Constellation — Whenever an enchantment enters the battlefield under your control  put a +1/+1 counter on This Card and draw a card.,1.0,3.0,3.63,thb,2
2656,"Adeline, Resplendent Cathar",{1}{W}{W},3.0,Vigilance This Card's power is equal to the number of creatures you control. Whenever you attack  for each opponent  create a 1/1 white Human creature token that's tapped and attacking that player or a planeswalker they control.,4.0,4.0,9.75,mid,2
2657,Ivy Elemental,{X}{G},1.0,This Card enters the battlefield with X +1/+1 counters on it.,0.0,0.0,0.06,iko,1
2658,Mothrider Samurai,{3}{W},4.0,Flying Bushido 1 (Whenever this creature blocks or becomes blocked  it gets +1/+1 until end of turn.),2.0,2.0,0.16,chk,0
2659,Matter Reshaper,{2}{C},3.0,({C} represents colorless mana.) When This Card dies  reveal the top card of your library. You may put that card onto the battlefield if it's a permanent card with mana value 3 or less. Otherwise  put that card into your hand.,3.0,2.0,1.73,ogw,2
2660,Glory,{3}{W}{W},5.0,Flying {2}{W}: Choose a color. Creatures you control gain protection from the chosen color until end of turn. Activate only if This Card is in your graveyard.,3.0,3.0,4.1,jud,2
2661,Lorehold Apprentice,{R}{W},2.0,"Magecraft — Whenever you cast or copy an instant or sorcery spell  until end of turn  Spirit creatures you control gain ""{T}: This creature deals 1 damage to each opponent.""",2.0,2.0,0.04,stx,1
2662,Gladecover Scout,{G},1.0,Hexproof (This creature can't be the target of spells or abilities your opponents control.),1.0,1.0,0.19,m14,0
2663,Pouncing Shoreshark,{4}{U},5.0,Mutate {3}{U} (If you cast this spell for its mutate cost  put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.) Flash Whenever this creature mutates  you may return target creature an opponent controls to its owner's hand.,4.0,3.0,0.11,iko,1
2664,Murk Strider,{3}{U},4.0,Devoid (This card has no color.) When This Card enters the battlefield  you may put a card an opponent owns from exile into that player's graveyard. If you do  return target creature to its owner's hand.,3.0,2.0,0.03,bfz,0
2665,Gate Colossus,{8},8.0,This spell costs {1} less to cast for each Gate you control. This Card can't be blocked by creatures with power 2 or less. Whenever a Gate enters the battlefield under your control  you may put This Card from your graveyard on top of your library.,8.0,8.0,0.07,clb,1
2666,Nantuko Shaman,{2}{G},3.0,When This Card enters the battlefield  if you control no tapped lands  draw a card. Suspend 1—{2}{G}{G} (Rather than cast this card from your hand  you may pay {2}{G}{G} and exile it with a time counter on it. At the beginning of your upkeep  remove a time counter. When the last is removed  cast it without paying its mana cost. It has haste.),3.0,2.0,0.01,tsr,0
2667,Wayward Swordtooth,{2}{G},3.0,Ascend (If you control ten or more permanents  you get the city's blessing for the rest of the game.) You may play an additional land on each of your turns. This Card can't attack or block unless you have the city's blessing.,5.0,5.0,9.8,rix,2
2668,Smoke Teller,{1}{G},2.0,{1}{U}: Look at target face-down creature.,2.0,2.0,0.05,ktk,0
2669,"Ayara, First of Locthwain",{B}{B}{B},3.0,Whenever This Card or another black creature enters the battlefield under your control  each opponent loses 1 life and you gain 1 life. {T}  Sacrifice another black creature: Draw a card.,2.0,3.0,4.3,eld,2
2670,Bane of Bala Ged,{7},7.0,Whenever This Card attacks  defending player exiles two permanents they control.,7.0,5.0,0.73,bfz,1
2671,Poisonbelly Ogre,{4}{B},5.0,Whenever another creature enters the battlefield  its controller loses 1 life.,3.0,3.0,0.05,gpt,0
2672,Fairgrounds Warden,{2}{W},3.0,When This Card enters the battlefield  exile target creature an opponent controls until This Card leaves the battlefield.,1.0,3.0,0.09,kld,1
2673,Fiend of the Shadows,{3}{B}{B},5.0,Flying Whenever This Card deals combat damage to a player  that player exiles a card from their hand. You may play that card for as long as it remains exiled. Sacrifice a Human: Regenerate This Card.,3.0,3.0,0.15,afc,2
2674,Sisters of the Flame,{1}{R}{R},3.0,{T}: Add {R}.,2.0,2.0,0.1,4ed,0
2675,Razorfin Abolisher,{2}{U},3.0,{1}{U}  {T}: Return target creature with a counter on it to its owner's hand.,2.0,2.0,0.19,eve,1
2676,Nevermaker,{3}{U},4.0,Flying When This Card leaves the battlefield  put target nonland permanent on top of its owner's library. Evoke {3}{U} (You may cast this spell for its evoke cost. If you do  it's sacrificed when it enters the battlefield.),2.0,3.0,0.42,mor,1
2677,Emmara Tandris,{5}{G}{W},7.0,Prevent all damage that would be dealt to creature tokens you control.,5.0,7.0,0.17,c19,2
2678,Pixie Queen,{2}{G}{G},4.0,Flying {G}{G}{G}  {T}: Target creature gains flying until end of turn.,1.0,1.0,81.02,leg,2
2679,Sunder Shaman,{R}{R}{G}{G},4.0,This Card can't be blocked by more than one creature. Whenever This Card deals combat damage to a player  destroy target artifact or enchantment that player controls.,5.0,5.0,0.09,rna,1
2680,Naiad of Hidden Coves,{2}{U},3.0,As long as it's not your turn  spells you cast cost {1} less to cast.,2.0,3.0,0.07,thb,0
2681,Streetbreaker Wurm,{3}{R}{G},5.0,_,6.0,4.0,0.09,gpt,0
2682,Steadfast Sentinel,{3}{W},4.0,Vigilance Eternalize {4}{W}{W} ({4}{W}{W}  Exile this card from your graveyard: Create a token that's a copy of it  except it's a 4/4 black Zombie Human Cleric with no mana cost. Eternalize only as a sorcery.),2.0,3.0,0.01,hou,0
2683,Seraph of Dawn,{2}{W}{W},4.0,Flying  lifelink,2.0,4.0,0.04,cmr,0
2684,Kami of the Crescent Moon,{U}{U},2.0,At the beginning of each player's draw step  that player draws an additional card.,1.0,3.0,0.83,voc,2
2685,Storm Crow,_,0.0,Flying,1.0,2.0,0.07,tunf,0
2686,Patron of the Akki,{4}{R}{R},6.0,Goblin offering (You may cast this card any time you could cast an instant by sacrificing a Goblin and paying the difference in mana costs between this and the sacrificed Goblin. Mana cost includes color.) Whenever This Card attacks  creatures you control get +2/+0 until end of turn.,5.0,5.0,0.35,bok,2
2687,Archon of Falling Stars,{4}{W}{W},6.0,Flying When This Card dies  you may return target enchantment card from your graveyard to the battlefield.,4.0,4.0,0.04,thb,1
2688,Mistmeadow Witch,{1}{W/U},2.0,{2}{W}{U}: Exile target creature. Return that card to the battlefield under its owner's control at the beginning of the next end step.,1.0,1.0,0.06,2x2,1
2689,Sisters of Stone Death,{4}{B}{B}{G}{G},8.0,{G}: Target creature blocks This Card this turn if able. {B}{G}: Exile target creature blocking or blocked by This Card. {2}{B}: Put a creature card exiled with This Card onto the battlefield under your control.,7.0,5.0,1.06,rav,2
2690,Goblin Snowman,{3}{R},4.0,Whenever This Card blocks  prevent all combat damage that would be dealt to and dealt by it this turn. {T}: This Card deals 1 damage to target creature it's blocking.,1.0,1.0,0.26,tsb,5
2691,Skirsdag Flayer,{1}{B},2.0,{3}{B}  {T}  Sacrifice a Human: Destroy target creature.,1.0,1.0,0.1,dka,1
2692,Stormscape Battlemage,{2}{U},3.0,Kicker {W} and/or {2}{B} (You may pay an additional {W} and/or {2}{B} as you cast this spell.) When This Card enters the battlefield  if it was kicked with its {W} kicker  you gain 3 life. When This Card enters the battlefield  if it was kicked with its {2}{B} kicker  destroy target nonblack creature. That creature can't be regenerated.,2.0,2.0,0.07,c13,1
