,name,mana_cost,cmc,oracle_text,prices,set,rarity
1287,Lightning Diadem,{5}{R},6.0,Enchant creature When This Card enters the battlefield  it deals 2 damage to any target. Enchanted creature gets +2/+2.,0.01,jmp,0
1288,Make Yourself Useful,_,0.0,When you set this scheme in motion  destroy target creature an opponent controls. If a creature is destroyed this way  you gain life equal to its toughness.,0.75,oe01,0
1289,Steam Vines,{1}{R}{R},3.0,Enchant land When enchanted land becomes tapped  destroy it and This Card deals 1 damage to that land's controller. That player attaches This Card to a land of their choice.,0.21,ody,1
1290,Snakeskin Veil,{G},1.0,Put a +1/+1 counter on target creature you control. It gains hexproof until end of turn.,0.11,khm,0
1291,Blessings of Nature,{4}{G},5.0,Distribute four +1/+1 counters among any number of target creatures. Miracle {G} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.),0.19,avr,1
1292,Mire's Malice,{3}{B},4.0,Target opponent discards two cards. Awaken 3—{5}{B} (If you cast this spell for {5}{B}  also put three +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.),0.03,bfz,0
1293,Vow of Duty,{2}{W},3.0,Enchant creature Enchanted creature gets +2/+2  has vigilance  and can't attack you or planeswalkers you control.,0.05,c21,1
1294,"Mu Yanling, Sky Dancer",{1}{U}{U},3.0,"+2: Until your next turn  up to one target creature gets -2/-0 and loses flying. −3: Create a 4/4 blue Elemental Bird creature token with flying. −8: You get an emblem with ""Islands you control have '{T}: Draw a card.'""",1.59,m20,3
1295,Dragon Grip,{2}{R},3.0,Ferocious — If you control a creature with power 4 or greater  you may cast This Card as though it had flash. (You may cast it any time you could cast an instant.) Enchant creature Enchanted creature gets +2/+0 and has first strike.,0.09,ktk,1
1296,Murmurs from Beyond,{2}{U},3.0,Reveal the top three cards of your library. An opponent chooses one of them. Put that card into your graveyard and the rest into your hand.,0.10,cmd,0
1297,Induce Despair,{2}{B},3.0,As an additional cost to cast this spell  reveal a creature card from your hand. Target creature gets -X/-X until end of turn  where X is the revealed card's mana value.,0.08,ddp,0
1298,Intruder Alarm,{2}{U},3.0,Creatures don't untap during their controllers' untap steps. Whenever a creature enters the battlefield  untap all creatures.,13.03,8ed,2
1299,Slaying Fire,{2}{R},3.0,This Card deals 3 damage to any target. Adamant — If at least three red mana was spent to cast this spell  it deals 4 damage instead.,0.02,eld,1
1300,Raiders' Karve,{3},3.0,Whenever This Card attacks  look at the top card of your library. If it's a land card  you may put it onto the battlefield tapped. Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.),0.05,nec,0
1301,Open the Vaults,{4}{W}{W},6.0,Return all artifact and enchantment cards from all graveyards to the battlefield under their owners' control. (Auras with nothing to enchant remain in graveyards.),1.69,2xm,2
1302,Biting Tether,{4}{U},5.0,Enchant creature You control enchanted creature. At the beginning of your upkeep  put a -1/-1 counter on enchanted creature.,0.16,shm,1
1303,Writ of Passage,{U},1.0,Enchant creature Whenever enchanted creature attacks  if its power is 2 or less  it can't be blocked this turn. Forecast — {1}{U}  Reveal This Card from your hand: Target creature with power 2 or less can't be blocked this turn. (Activate only during your upkeep and only once each turn.),0.12,dis,0
1304,Luxa River Shrine,{3},3.0,{1}  {T}: You gain 1 life. Put a brick counter on This Card. {T}: You gain 2 life. Activate only if there are three or more brick counters on This Card.,0.08,akh,0
1305,Petals of Insight,{4}{U},5.0,Look at the top three cards of your library. You may put those cards on the bottom of your library in any order. If you do  return This Card to its owner's hand. Otherwise  draw three cards.,0.10,mma,0
1306,Chain Stasis,{U},1.0,You may tap or untap target creature. Then that creature's controller may pay {2}{U}. If the player does  they may copy this spell and may choose a new target for that copy.,1.71,hml,2
1307,Oath of Ajani,{G}{W},2.0,When This Card enters the battlefield  put a +1/+1 counter on each creature you control. Planeswalker spells you cast cost {1} less to cast.,0.51,aer,2
1308,Bar the Door,{2}{W},3.0,Creatures you control get +0/+4 until end of turn.,0.19,dka,0
1309,Fateful Handoff,{3}{B},4.0,Draw cards equal to the mana value of target artifact or creature you control. An opponent gains control of that permanent.,0.13,bro,2
1310,Well of Ideas,{5}{U},6.0,When This Card enters the battlefield  draw two cards. At the beginning of each other player's draw step  that player draws an additional card. At the beginning of your draw step  draw two additional cards.,0.68,2xm,2
1311,Piper's Melody,{G},1.0,Shuffle any number of target creature cards from your graveyard into your library.,0.22,ody,1
1312,Shoving Match,{2}{U},3.0,"Until end of turn  all creatures gain ""{T}: Tap target creature.""",0.26,mmq,1
1313,Soul Sear,{2}{R},3.0,This Card deals 5 damage to target creature or planeswalker. That permanent loses indestructible until end of turn.,0.08,m21,1
1314,"Kiora, Behemoth Beckoner",{2}{G/U},3.0,Whenever a creature with power 4 or greater enters the battlefield under your control  draw a card. −1: Untap target permanent.,1.77,war,1
1315,Enchanter's Bane,{1}{R},2.0,At the beginning of your end step  target enchantment deals damage equal to its mana value to its controller unless that player sacrifices it.,0.26,c18,2
1316,Warrior's Stand,{1}{W},2.0,Cast this spell only during the declare attackers step and only if you've been attacked this step. Creatures you control get +2/+2 until end of turn.,10.91,ptk,1
1317,Hunter's Ambush,{2}{G},3.0,Prevent all combat damage that would be dealt by nongreen creatures this turn.,0.06,m15,0
1318,Mirror Match,{4}{U}{U},6.0,Cast this spell only during the declare blockers step. For each creature attacking you or a planeswalker you control  create a token that's a copy of that creature and that's blocking that creature. Exile those tokens at end of combat.,0.26,c15,1
1319,Chaotic Strike,{1}{R},2.0,Cast this spell only during combat after blockers are declared. Flip a coin. If you win the flip  target creature gets +1/+1 until end of turn. Draw a card.,0.49,inv,1
1320,Banish into Fable,{4}{W}{U},6.0,When you cast this spell from your hand  copy it if you control an artifact  then copy it if you control an enchantment. You may choose new targets for the copies. Return target nonland permanent to its owner's hand. You create a 2/2 white Knight creature token with vigilance.,0.17,eld,2
1321,Sleeper Dart,{2},2.0,When This Card enters the battlefield  draw a card. {T}  Sacrifice This Card: Target creature doesn't untap during its controller's next untap step.,0.03,iko,0
1322,"Sorin, Solemn Visitor",{2}{W}{B},4.0,"+1: Until your next turn  creatures you control get +1/+0 and gain lifelink. −2: Create a 2/2 black Vampire creature token with flying. −6: You get an emblem with ""At the beginning of each opponent's upkeep  that player sacrifices a creature.""",1.89,ktk,3
1323,Nest of Scarabs,{2}{B},3.0,Whenever you put one or more -1/-1 counters on a creature  create that many 1/1 black Insect creature tokens.,0.29,akh,1
1324,When We Were Young,{3}{W},4.0,Up to two target creatures each get +2/+2 until end of turn. If you control an artifact and an enchantment  those creatures also gain lifelink until end of turn.,0.02,neo,1
1325,Obscura Confluence,{1}{W}{U}{B},4.0,Choose three. You may choose the same mode more than once. • Until end of turn  target creature loses all abilities and has base power and toughness 1/1. • Target creature connives. (Draw a card  then discard a card. If you discarded a nonland card  put a +1/+1 counter on that creature.) • Target player returns a creature card from their graveyard to their hand.,0.11,ncc,2
1326,Ember Shot,{6}{R},7.0,This Card deals 3 damage to any target. Draw a card.,0.11,jud,0
1327,Grand Master of Flowers,{2}{W}{W},4.0,As long as This Card has seven or more loyalty counters on him  he's a 7/7 Dragon God creature with flying and indestructible. +1: Target creature without first strike  double strike  or vigilance can't attack or block until your next turn. +1: Search your library and/or graveyard for a card named Monk of the Open Hand  reveal it  and put it into your hand. If you search your library this way  shuffle.,0.71,afr,3
1328,Soothing Balm,{1}{W},2.0,Target player gains 5 life.,0.12,mmq,0
1329,Elemental Resonance,{2}{G}{G},4.0,Enchant permanent At the beginning of your precombat main phase  add mana equal to enchanted permanent's mana cost. (Mana cost includes color. If a mana symbol has multiple colors  choose one.),2.16,dis,2
1330,Unified Front,{3}{W},4.0,Converge — Create a 1/1 white Kor Ally creature token for each color of mana spent to cast this spell.,0.08,bfz,1
1331,Valorous Charge,{1}{W}{W},3.0,White creatures get +2/+0 until end of turn.,0.21,por,1
1332,Opportunity,{4}{U}{U},6.0,Target player draws four cards.,0.08,bbd,1
1333,Strangle,{R},1.0,This Card deals 3 damage to target creature or planeswalker.,0.21,snc,0
1334,Wandering Stream,{2}{G},3.0,Domain — You gain 2 life for each basic land type among lands you control.,0.13,inv,0
1335,Pollen Lullaby,{1}{W},2.0,Prevent all combat damage that would be dealt this turn. Clash with an opponent. If you win  creatures that player controls don't untap during the player's next untap step. (Each clashing player reveals the top card of their library  then puts that card on the top or bottom. A player wins if their card had a higher mana value.),0.25,cmd,1
1336,Ignite the Beacon,{4}{W},5.0,Search your library for up to two planeswalker cards  reveal them  put them into your hand  then shuffle.,0.17,war,2
1337,Hedron Fields of Agadeem,_,0.0,Creatures with power 7 or greater can't attack or block. Whenever you roll {CHAOS}  create a 7/7 colorless Eldrazi creature token with annihilator 1. (Whenever it attacks  defending player sacrifices a permanent.),1.38,opca,0
1338,Valorous Stance,{1}{W},2.0,"Choose one — • Target creature gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.) • Destroy target creature with toughness 4 or greater.",0.11,vow,1
1339,Harsh Judgment,{2}{W}{W},4.0,As This Card enters the battlefield  choose a color. If an instant or sorcery spell of the chosen color would deal damage to you  it deals that damage to its controller instead.,0.29,inv,2
1340,Silumgar's Scorn,{U}{U},2.0,As an additional cost to cast this spell  you may reveal a Dragon card from your hand. Counter target spell unless its controller pays {1}. If you revealed a Dragon card or controlled a Dragon as you cast this spell  counter that spell instead.,0.23,dtk,1
1341,Protective Bubble,{3}{U},4.0,Enchant creature Enchanted creature can't be blocked and has shroud. (It can't be the target of spells or abilities.),0.22,lrw,0
1342,Fell the Mighty,{4}{W},5.0,Destroy all creatures with power greater than target creature's power.,0.28,ncc,2
1343,Break Open,{1}{R},2.0,Turn target face-down creature an opponent controls face up.,0.07,ons,0
1344,Bottled Cloister,{4},4.0,At the beginning of each opponent's upkeep  exile all cards from your hand face down. At the beginning of your upkeep  return all cards you own exiled with This Card to your hand  then draw a card.,1.11,rav,2
1345,Douse in Gloom,{2}{B},3.0,This Card deals 2 damage to target creature and you gain 2 life.,0.06,jmp,0
1346,Dismal Failure,{2}{U}{U},4.0,Counter target spell. Its controller discards a card.,0.18,plc,1
1347,Replicating Ring,{3},3.0,"{T}: Add one mana of any color. At the beginning of your upkeep  put a night counter on This Card. Then if it has eight or more night counters on it  remove all of them and create eight colorless snow artifact tokens named Replicated Ring with ""{T}: Add one mana of any color.""",0.21,khm,1
1348,Hold the Line,{1}{W}{W},3.0,Blocking creatures get +7/+7 until end of turn.,0.21,ddn,2
1349,Greed,{3}{B},4.0,{B}  Pay 2 life: Draw a card.,0.14,mh2,1
1350,Hour of Need,{2}{U},3.0,Strive — This spell costs {1}{U} more to cast for each target beyond the first. Exile any number of target creatures. For each creature exiled this way  its controller creates a 4/4 blue Sphinx creature token with flying.,0.11,jou,1
1351,Aggravated Assault,{2}{R},3.0,{3}{R}{R}: Untap all creatures you control. After this main phase  there is an additional combat phase followed by an additional main phase. Activate only as a sorcery.,37.16,ons,2
1352,Alms of the Vein,{2}{B},3.0,Target opponent loses 3 life and you gain 3 life. Madness {B} (If you discard this card  discard it into exile. When you do  cast it for its madness cost or put it into your graveyard.),0.27,soi,0
1353,Glittering Frost,{2}{G},3.0,Enchant land Enchanted land is snow. Whenever enchanted land is tapped for mana  its controller adds an additional one mana of any color.,0.03,khm,0
1354,Mass Production,{5}{W},6.0,Create four 1/1 colorless Soldier artifact creature tokens.,0.12,bro,1
1355,In Bolas's Clutches,{4}{U}{U},6.0,Enchant permanent You control enchanted permanent. Enchanted permanent is legendary.,0.08,dom,1
1356,Lacerate Flesh,{4}{R},5.0,"This Card deals 4 damage to target creature. Create a number of Blood tokens equal to the amount of excess damage dealt to that creature this way. (They're artifacts with ""{1}  {T}  Discard a card  Sacrifice this artifact: Draw a card."")",0.02,vow,0
1357,Breeding Pool,_,0.0,({T}: Add {G} or {U}.) As This Card enters the battlefield  you may pay 2 life. If you don't  it enters the battlefield tapped.,20.88,rna,2
1358,Fight with Fire,{2}{R},3.0,Kicker {5}{R} (You may pay an additional {5}{R} as you cast this spell.) This Card deals 5 damage to target creature. If this spell was kicked  it deals 10 damage divided as you choose among any number of targets instead. (Those targets can include players and planeswalkers.),0.04,dom,1
1359,Canyon Slough,_,0.0,({T}: Add {B} or {R}.) This Card enters the battlefield tapped. Cycling {2} ({2}  Discard this card: Draw a card.),2.09,akh,2
1360,Calciform Pools,_,0.0,{T}: Add {C}. {1}  {T}: Put a storage counter on This Card. {1}  Remove X storage counters from This Card: Add X mana in any combination of {W} and/or {U}.,0.22,tsr,1
1361,Sorcerous Sight,{U},1.0,Look at target opponent's hand. Draw a card.,1.04,por,0
1362,Invoke the Firemind,{X}{U}{U}{R},3.0,Choose one — • Draw X cards. • This Card deals X damage to any target.,0.24,ddj,2
1363,Protective Sphere,{2}{W},3.0,{1}  Pay 1 life: Prevent all damage that would be dealt to you this turn by a source of your choice that shares a color with the mana spent on this activation cost. (Colorless mana prevents no damage.),0.17,inv,0
1364,Feat of Resistance,{1}{W},2.0,Put a +1/+1 counter on target creature you control. It gains protection from the color of your choice until end of turn. (It can't be blocked  targeted  dealt damage  enchanted  or equipped by anything of that color.),0.04,m21,0
1365,Disappearing Act,{1}{U}{U},3.0,As an additional cost to cast this spell  return a permanent you control to its owner's hand. Counter target spell.,0.07,kld,1
1367,Homestead Courage,{W},1.0,Put a +1/+1 counter on target creature you control. It gains vigilance until end of turn. Flashback {W} (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.08,mid,0
1368,Lightmine Field,{2}{W}{W},4.0,Whenever one or more creatures attack  This Card deals damage to each of those creatures equal to the number of attacking creatures.,3.23,roe,2
1369,Gavel of the Righteous,{2},2.0,At the beginning of combat on your turn  put a charge counter on This Card. Equipped creature gets +1/+1 for each counter on This Card. As long as This Card has four or more counters on it  equipped creature has double strike. Equip—Pay {3} or remove a counter from This Card.,0.25,ncc,2
1370,Elixir of Immortality,{1},1.0,{2}  {T}: You gain 5 life. Shuffle This Card and your graveyard into their owner's library.,0.46,c21,1
1371,Overrun,{2}{G}{G}{G},5.0,Creatures you control get +3/+3 and gain trample until end of turn.,0.32,cma,1
1372,Mandate of Abaddon,{3}{B},4.0,Choose target creature you control. Destroy all creatures with power less than that creature's power.,0.56,40k,2
1373,Tamiyo's Journal,{5},5.0,"At the beginning of your upkeep  investigate. (Create a Clue token. It's an artifact with ""{2}  Sacrifice this artifact: Draw a card."") {T}  Sacrifice three Clues: Search your library for a card  put that card into your hand  then shuffle.",2.00,soi,2
1374,Fires of Undeath,{2}{R},3.0,This Card deals 2 damage to any target. Flashback {5}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.07,dka,0
1375,Mourning,{1}{B},2.0,Enchant creature Enchanted creature gets -2/-0. {B}: Return This Card to its owner's hand.,0.15,inv,0
1376,Darkmoss Bridge,_,0.0,This Card enters the battlefield tapped. Indestructible {T}: Add {B} or {G}.,0.09,mh2,0
1377,Cogworker's Puzzleknot,{2},2.0,When This Card enters the battlefield  create a 1/1 colorless Servo artifact creature token. {1}{W}  Sacrifice This Card: Create a 1/1 colorless Servo artifact creature token.,0.04,kld,0
1378,Hazoret's Favor,{2}{R},3.0,At the beginning of combat on your turn  you may have target creature you control get +2/+0 and gain haste until end of turn. If you do  sacrifice it at the beginning of the next end step.,0.10,akh,2
1379,Hieromancer's Cage,{3}{W},4.0,When This Card enters the battlefield  exile target nonland permanent an opponent controls until This Card leaves the battlefield.,0.07,m19,1
1380,Necron Monolith,{7},7.0,Flying  indestructible Eternity Gate — Whenever This Card attacks  mill three cards. For each creature card milled this way  create a 2/2 black Necron Warrior artifact creature token. Crew 4 (Tap any number of creatures you control with total power 4 or more: This Vehicle becomes an artifact creature until end of turn.),0.52,40k,2
1381,Personal Sanctuary,{2}{W},3.0,During your turn  prevent all damage that would be dealt to you.,0.23,m12,2
1382,Reality Strobe,{4}{U}{U},6.0,Return target permanent to its owner's hand. Exile This Card with three time counters on it. Suspend 3—{2}{U} (Rather than cast this card from your hand  you may pay {2}{U} and exile it with three time counters on it. At the beginning of your upkeep  remove a time counter. When the last is removed  cast it without paying its mana cost.),0.32,fut,1
1384,Goblin Grenade,{R},1.0,As an additional cost to cast this spell  sacrifice a Goblin. This Card deals 5 damage to any target.,1.05,ddt,1
1385,Vivid Marsh,_,0.0,This Card enters the battlefield tapped with two charge counters on it. {T}: Add {B}. {T}  Remove a charge counter from This Card: Add one mana of any color.,0.65,c17,1
1386,Boreal Shelf,_,0.0,This Card enters the battlefield tapped. {T}: Add {W} or {U}.,0.42,csp,1
1387,Coral Net,{U},1.0,"Enchant green or white creature Enchanted creature has ""At the beginning of your upkeep  sacrifice this creature unless you discard a card.""",0.13,tor,0
1388,Covenant of Blood,{6}{B},7.0,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) This Card deals 4 damage to any target and you gain 4 life.,0.04,m15,0
1389,Naya Charm,{R}{G}{W},3.0,Choose one — • This Card deals 3 damage to target creature. • Return target card from a graveyard to its owner's hand. • Tap all creatures target player controls.,0.14,dmc,1
1390,Boon of Emrakul,{2}{B},3.0,Enchant creature Enchanted creature gets +3/-3.,0.03,emn,0
1391,Simulacrum,{1}{B},2.0,You gain life equal to the damage dealt to you this turn. This Card deals damage to target creature you control equal to the damage dealt to you this turn.,0.22,4ed,1
1392,Will Kenrith,{4}{U}{U},6.0,"+2: Until your next turn  up to two target creatures each have base power and toughness 0/3 and lose all abilities. −2: Target player draws two cards. Until your next turn  instant  sorcery  and planeswalker spells that player casts cost {2} less to cast. −8: Target player gets an emblem with ""Whenever you cast an instant or sorcery spell  copy it. You may choose new targets for the copy."" Partner with Rowan Kenrith This Card can be your commander.",0.32,clb,3
1393,Boros Fury-Shield,{2}{W},3.0,Prevent all combat damage that would be dealt by target attacking or blocking creature this turn. If {R} was spent to cast this spell  This Card deals damage to that creature's controller equal to the creature's power.,0.15,rav,0
1394,Dungeon Map,{3},3.0,{T}: Add {C}. {3}  {T}: Venture into the dungeon. Activate only as a sorcery. (Enter the first room or advance to the next room.),0.05,afr,1
1395,Hold the Perimeter,_,0.0,"(Start the game with this conspiracy face up in the command zone.) At the beginning of your first upkeep  create a 1/2 white Soldier creature token with defender. At the beginning of each other player's first upkeep  that player creates a 1/1 red Goblin creature token with ""This creature can't block.""",0.09,cn2,2
1396,Wake the Reflections,{W},1.0,Populate. (Create a token that's a copy of a creature token you control.),0.08,mm3,0
1397,Hammer of Purphoros,{1}{R}{R},3.0,Creatures you control have haste. {2}{R}  {T}  Sacrifice a land: Create a 3/3 colorless Golem enchantment artifact creature token.,1.59,ths,2
1398,The Crowd Goes Wild,{X}{G},1.0,Assist (Another player can pay up to {X} of this spell's cost. You choose the value of X.) Support X. (Put a +1/+1 counter on each of up to X target creatures.) Each creature with a +1/+1 counter on it gains trample until end of turn.,0.11,bbd,1
1399,Black Market,{3}{B}{B},5.0,Whenever a creature dies  put a charge counter on This Card. At the beginning of your precombat main phase  add {B} for each charge counter on This Card.,2.16,clb,2
1400,Molten Disaster,{X}{R}{R},2.0,Kicker {R} (You may pay an additional {R} as you cast this spell.) If this spell was kicked  it has split second. (As long as this spell is on the stack  players can't cast spells or activate abilities that aren't mana abilities.) This Card deals X damage to each creature without flying and each player.,0.34,c13,2
1401,Volcanic Awakening,{4}{R}{R},6.0,Destroy target land. Storm (When you cast this spell  copy it for each spell cast before it this turn. You may choose new targets for the copies.),0.20,tsp,1
1402,Reality Hemorrhage,{1}{R},2.0,Devoid (This card has no color.) This Card deals 2 damage to any target.,0.05,ogw,0
1403,Earthen Arms,{1}{G},2.0,Put two +1/+1 counters on target permanent. Awaken 4—{6}{G} (If you cast this spell for {6}{G}  also put four +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.),0.03,bfz,0
1404,Mask of Law and Grace,{W},1.0,Enchant creature Enchanted creature has protection from black and from red.,0.52,uds,0
1405,Hurly-Burly,{1}{R},2.0,Choose one — • This Card deals 1 damage to each creature without flying. • This Card deals 1 damage to each creature with flying.,0.12,cn2,0
1406,Cryptic Pursuit,{2}{U}{R},4.0,Whenever you cast an instant or sorcery spell from your hand  manifest the top card of your library. (Put that card onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.) Whenever a face-down creature you control dies  exile it if it's an instant or sorcery card. You may cast that card until the end of your next turn.,0.15,ncc,2
1408,Reflect Damage,{3}{R}{W},5.0,The next time a source of your choice would deal damage this turn  that damage is dealt to that source's controller instead.,2.39,mir,2
1409,Glaring Spotlight,{1},1.0,Creatures your opponents control with hexproof can be the targets of spells and abilities you control as though they didn't have hexproof. {3}  Sacrifice This Card: Creatures you control gain hexproof until end of turn and can't be blocked this turn.,2.24,gtc,2
1410,Sword of the Meek,{2},2.0,Equipped creature gets +1/+2. Equip {2} Whenever a 1/1 creature enters the battlefield under your control  you may return This Card from your graveyard to the battlefield  then attach it to that creature.,2.50,2xm,2
1411,Ancient Spring,_,0.0,This Card enters the battlefield tapped. {T}: Add {U}. {T}  Sacrifice This Card: Add {W}{B}.,0.15,inv,0
1412,Boulderfall,{6}{R}{R},8.0,This Card deals 5 damage divided as you choose among any number of targets.,0.04,ths,0
1413,Defeat,{1}{B},2.0,Destroy target creature with power 2 or less.,0.02,dtk,0
1414,Chain of Vapor,{U},1.0,Return target nonland permanent to its owner's hand. Then that permanent's controller may sacrifice a land. If the player does  they may copy this spell and may choose a new target for that copy.,7.46,c16,1
1415,Joraga Invocation,{4}{G}{G},6.0,Each creature you control gets +3/+3 until end of turn and must be blocked this turn if able.,0.07,ori,1
1416,Arcane Adaptation,{2}{U},3.0,As This Card enters the battlefield  choose a creature type. Creatures you control are the chosen type in addition to their other types. The same is true for creature spells you control and creature cards you own that aren't on the battlefield.,2.76,xln,2
1417,Righteous Cause,{3}{W}{W},5.0,Whenever a creature attacks  you gain 1 life.,0.42,cma,1
1418,Rona's Vortex,{U},1.0,Kicker {2}{B} (You may pay an additional {2}{B} as you cast this spell.) Return target creature or planeswalker you don't control to its owner's hand. If this spell was kicked  put that permanent on the bottom of its owner's library instead.,0.07,dmu,1
1419,Shape Anew,{3}{U},4.0,The controller of target artifact sacrifices it  then reveals cards from the top of their library until they reveal an artifact card. That player puts that card onto the battlefield  then shuffles all other cards revealed this way into their library.,3.72,som,2
1420,Burning Earth,{3}{R},4.0,Whenever a player taps a nonbasic land for mana  This Card deals 1 damage to that player.,1.02,m14,2
1421,Visage of Bolas,{4},4.0,When This Card enters the battlefield  you may search your library and/or graveyard for a card named Nicol Bolas  the Deceiver  reveal it  and put it into your hand. If you search your library this way  shuffle. {T}: Add {U}  {B}  or {R}.,0.22,hou,2
1422,Forceful Denial,{3}{U}{U},5.0,Cascade (When you cast this spell  exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.) Counter target spell.,0.05,cmr,0
1423,Coldsteel Heart,{2},2.0,This Card enters the battlefield tapped. As This Card enters the battlefield  choose a color. {T}: Add one mana of the chosen color.,1.13,2x2,1
1424,Lurking Skirge,{1}{B},2.0,When a creature is put into an opponent's graveyard from the battlefield  if This Card is an enchantment  This Card becomes a 3/2 Phyrexian Imp creature with flying.,0.24,ulg,2
1425,Peer into the Abyss,{4}{B}{B}{B},7.0,Target player draws cards equal to half the number of cards in their library and loses half their life. Round up each time.,3.89,m21,2
1426,Runeboggle,{2}{U},3.0,Counter target spell unless its controller pays {1}. Draw a card.,0.05,gpt,0
1427,Lightning Spear,{1}{R},2.0,Equipped creature gets +1/+0 and has trample. {2}{R}  Sacrifice This Card: It deals 3 damage to any target. Equip {1},0.02,mh2,0
1428,Oracle's Vault,{4},4.0,{2}  {T}: Exile the top card of your library. Until end of turn  you may play that card. Put a brick counter on This Card. {T}: Exile the top card of your library. Until end of turn  you may play that card without paying its mana cost. Activate only if there are three or more brick counters on This Card.,0.20,ncc,2
1429,Confront the Unknown,{G},1.0,"Investigate  then target creature gets +1/+1 until end of turn for each Clue you control. (Create a Clue token. It's an artifact with ""{2}  Sacrifice this artifact: Draw a card."")",0.09,soi,0
1430,Blood Mist,{3}{R},4.0,At the beginning of combat on your turn  target creature you control gains double strike until end of turn.,0.20,emn,1
1431,Mage Hunters' Onslaught,{2}{B}{B},4.0,Destroy target creature or planeswalker. Whenever a creature blocks this turn  its controller loses 1 life.,0.02,stx,0
1432,Mana Breach,{2}{U},3.0,Whenever a player casts a spell  that player returns a land they control to its owner's hand.,2.03,7ed,1
1433,Sky Diamond,{2},2.0,This Card enters the battlefield tapped. {T}: Add {U}.,0.10,clb,0
1434,Death Pulse,{2}{B}{B},4.0,Target creature gets -4/-4 until end of turn. Cycling {1}{B}{B} ({1}{B}{B}  Discard this card: Draw a card.) When you cycle This Card  you may have target creature get -1/-1 until end of turn.,0.17,ons,1
1435,Citadel of Pain,{2}{R},3.0,At the beginning of each player's end step  This Card deals X damage to that player  where X is the number of untapped lands they control.,2.60,pcy,1
1437,Curiosity,{U},1.0,Enchant creature Whenever enchanted creature deals damage to an opponent  you may draw a card.,0.33,jmp,1
1438,Vernal Equinox,{3}{G},4.0,Any player may cast creature and enchantment spells as though they had flash.,1.24,mmq,2
1439,Entrapment Maneuver,{3}{W},4.0,Target player sacrifices an attacking creature. You create X 1/1 white Soldier creature tokens  where X is that creature's toughness.,2.74,c16,2
1440,Stoke the Flames,{2}{R}{R},4.0,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) This Card deals 4 damage to any target.,0.26,m15,1
1441,Spark of Creativity,{R},1.0,Choose target creature. Exile the top card of your library. You may have This Card deal damage to that creature equal to the exiled card's mana value. If you don't  you may play that card until end of turn.,0.10,kld,1
1442,"Jace, Architect of Thought",{2}{U}{U},4.0,+1: Until your next turn  whenever a creature an opponent controls attacks  it gets -1/-0 until end of turn. −2: Reveal the top three cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other on the bottom of your library in any order. −8: For each player  search that player's library for a nonland card and exile it  then that player shuffles. You may cast those cards without paying their mana costs.,0.23,nec,3
1443,Scion of Halaster,{1}{B},2.0,"Commander creatures you own have ""The first time you would draw a card each turn  instead look at the top two cards of your library. Put one of them into your graveyard and the other back on top of your library. Then draw a card.""",0.05,clb,0
1445,Dark Intimations,{2}{U}{B}{R},5.0,Each opponent sacrifices a creature or planeswalker  then discards a card. You return a creature or planeswalker card from your graveyard to your hand  then draw a card. When you cast a Bolas planeswalker spell  exile This Card from your graveyard. That planeswalker enters the battlefield with an additional loyalty counter on it.,0.22,aer,2
1446,Crawlspace,{3},3.0,No more than two creatures can attack you each combat.,13.21,c13,2
1447,Entangling Trap,{1}{W},2.0,Whenever you clash  tap target creature an opponent controls. If you won  that creature doesn't untap during its controller's next untap step. (This ability triggers after the clash ends.),0.17,lrw,1
1448,Grim Monolith,{2},2.0,This Card doesn't untap during your untap step. {T}: Add {C}{C}{C}. {4}: Untap This Card.,271.77,ulg,2
1449,Curious Obsession,{U},1.0,"Enchant creature Enchanted creature gets +1/+1 and has ""Whenever this creature deals combat damage to a player  you may draw a card."" At the beginning of your end step  if you didn't attack with a creature this turn  sacrifice This Card.",3.17,jmp,1
1450,Collective Brutality,{1}{B},2.0,Escalate—Discard a card. (Pay this cost for each mode chosen beyond the first.) Choose one or more — • Target opponent reveals their hand. You choose an instant or sorcery card from it. That player discards that card. • Target creature gets -2/-2 until end of turn. • Target opponent loses 2 life and you gain 2 life.,2.95,emn,2
1451,Ribbons of the Reikai,{4}{U},5.0,Draw a card for each Spirit you control.,0.24,bok,0
1453,Defense Grid,{2},2.0,Each spell costs {3} more to cast except during its controller's turn.,21.31,9ed,2
1454,Warped Devotion,{2}{B},3.0,Whenever a permanent is returned to a player's hand  that player discards a card.,0.27,8ed,2
