,name,mana_cost,cmc,oracle_text,prices,set,rarity
164,Visions of Phyrexia,{2}{R}{R},4.0,"At the beginning of your upkeep  exile the top card of your library. You may play that card this turn. At the beginning of your end step  if you didn't play a card from exile this turn  create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")",0.22,bro,2
165,Underground River,_,0.0,{T}: Add {C}. {T}: Add {U} or {B}. This Card deals 1 damage to you.,1.55,bro,2
166,Emergency Weld,{1}{B},2.0,Return target artifact or creature card from your graveyard to your hand. Create a 1/1 colorless Soldier artifact creature token.,0.05,bro,0
167,Mishra's Onslaught,{3}{R},4.0,Choose one — • Create two 1/1 colorless Soldier artifact creature tokens. • Creatures you control get +2/+0 until end of turn.,0.07,bro,0
168,Tocasia's Welcome,{2}{W},3.0,Whenever one or more creatures with mana value 3 or less enter the battlefield under your control  draw a card. This ability triggers only once each turn.,2.01,bro,2
169,Island,_,0.0,({T}: Add {U}.),0.06,bro,0
170,Weakstone's Subjugation,{U},1.0,Enchant artifact or creature When This Card enters the battlefield  you may pay {3}. If you do  tap enchanted permanent. Enchanted permanent doesn't untap during its controller's untap step.,0.05,bro,0
171,Gix's Caress,{2}{B},3.0,"Target opponent reveals their hand. You choose a nonland card from it. That player discards that card. Create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")",0.06,bro,0
172,The Fall of Kroog,{4}{R}{R},6.0,Choose target opponent. Destroy target land that player controls. This Card deals 3 damage to that player and 1 damage to each creature they control.,0.06,bro,1
173,Mishra's Foundry,_,0.0,{T}: Add {C}. {2}: This Card becomes a 2/2 Assembly-Worker artifact creature until end of turn. It's still a land. {1}  {T}: Target attacking Assembly-Worker gets +2/+2 until end of turn.,0.70,bro,2
174,Mishra's Command,{X}{R},1.0,Choose two — • Choose target player. They may discard up to X cards. Then they draw a card for each card discarded this way. • This spell deals X damage to target creature. • This spell deals X damage to target planeswalker. • Target creature gets +X/+0 and gains haste until end of turn.,0.22,bro,2
175,Draconic Destiny,{1}{R}{R},3.0,"Enchant creature Enchanted creature gets +1/+1 and has flying  haste  and ""{1}: This creature gets +1/+0 until end of turn."" It's a Dragon in addition to its other types. When enchanted creature dies  return This Card to its owner's hand.",0.68,bro,3
176,Hostile Negotiations,{3}{B},4.0,Exile the top three cards of your library in a face-down pile  then exile the next top three cards of your library in another face-down pile. Look at the cards in each pile  then turn a pile of your choice face up. An opponent chooses one of those piles. Put all cards in the chosen pile into your hand and the rest into your graveyard. You lose 3 life.,0.93,bro,2
177,Draconic Destiny,{1}{R}{R},3.0,"Enchant creature Enchanted creature gets +1/+1 and has flying  haste  and ""{1}: This creature gets +1/+0 until end of turn."" It's a Dragon in addition to its other types. When enchanted creature dies  return This Card to its owner's hand.",1.68,bro,3
178,Aeronaut's Wings,{2},2.0,Equipped creature gets +1/+0 and has flying. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.),0.05,bro,0
179,Curate,{1}{U},2.0,Surveil 2. (Look at the top two cards of your library  then put any number of them into your graveyard and the rest on top of your library in any order.) Draw a card.,0.09,bro,0
180,Island,_,0.0,({T}: Add {U}.),0.30,bro,0
181,"Teferi, Temporal Pilgrim",{3}{U}{U},5.0,"Whenever you draw a card  put a loyalty counter on This Card. 0: Draw a card. −2: Create a 2/2 blue Spirit creature token with vigilance and ""Whenever you draw a card  put a +1/+1 counter on this creature."" −12: Target opponent chooses a permanent they control and returns it to its owner's hand. Then they shuffle each nonland permanent they control into its owner's library.",13.69,bro,3
182,Kayla's Command,{1}{W}{W},3.0,Choose two — • Create a 2/2 colorless Construct artifact creature token. • Put a +1/+1 counter on a creature you control. It gains double strike until end of turn. • Search your library for a basic Plains card  reveal it  put it into your hand  then shuffle. • You gain 2 life and scry 2.,0.22,bro,2
