,name,mana_cost,cmc,oracle_text,power,toughness,prices,set,rarity
125,"Ashnod, Flesh Mechanist",{B},1.0,Deathtouch Whenever This Card attacks  you may sacrifice another creature. If you do  create a tapped Powerstone token. {5}  Exile a creature card from your graveyard: Create a tapped 3/3 colorless Zombie artifact creature token.,1.0,1.0,0.59,bro,2
126,Argothian Opportunist,{2}{G},3.0,"When This Card enters the battlefield  create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")",3.0,2.0,0.04,bro,0
127,Mishra's Juggernaut,{5},5.0,Trample This Card attacks each combat if able. Unearth {5}{R} ({5}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.),5.0,3.0,0.02,bro,0
128,Perennial Behemoth,{5},5.0,You may play lands from your graveyard. Unearth {G}{G} ({G}{G}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.),2.0,7.0,0.51,bro,2
129,Argothian Sprite,{1}{G},2.0,This Card can't be blocked by artifact creatures. {7}: Put two +1/+1 counters on This Card.,2.0,2.0,0.04,bro,0
130,Gnarlroot Pallbearer,{4}{G}{G},6.0,Trample When This Card enters the battlefield  target creature gets +X/+X until end of turn  where X is the number of creature cards in your graveyard.,5.0,5.0,0.05,bro,0
131,Fauna Shaman,{1}{G},2.0,{G}  {T}  Discard a creature card: Search your library for a creature card  reveal it  put it into your hand  then shuffle.,2.0,2.0,1.14,bro,2
132,Su-Chi Cave Guard,{8},8.0,Vigilance Ward {4} (Whenever this creature becomes the target of a spell or ability an opponent controls  counter it unless that player pays {4}.) When This Card dies  add eight {C}. Until end of turn  you don't lose this mana as steps and phases end.,8.0,8.0,0.12,bro,1
133,Battery Bearer,{2}{G}{U},4.0,"Creatures you control have ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."" Whenever you cast an artifact spell with mana value 6 or greater  draw a card.",3.0,4.0,0.05,bro,1
134,Dwarven Forge-Chanter,{1}{R},2.0,Ward—Pay 2 life. (Whenever this creature becomes the target of a spell or ability an opponent controls  counter it unless that player pays 2 life.) Prowess (Whenever you cast a noncreature spell  this creature gets +1/+1 until end of turn.),1.0,3.0,0.10,bro,0
135,Reconstructed Thopter,{3},3.0,Flying Unearth {2} ({2}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.),2.0,1.0,0.04,bro,1
136,Goblin Blast-Runner,{R},1.0,This Card gets +2/+0 and has menace as long as you sacrificed a permanent this turn.,1.0,2.0,0.11,bro,0
137,Yotian Frontliner,{1},1.0,Whenever This Card attacks  another target creature you control gets +1/+1 until end of turn. Unearth {W} ({W}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.),1.0,1.0,0.09,bro,1
138,Sardian Cliffstomper,{1}{R},2.0,As long as it's your turn and you control four or more Mountains  This Card gets +X/+0  where X is the number of Mountains you control.,0.0,4.0,0.05,bro,1
139,Recruitment Officer,{W},1.0,{3}{W}: Look at the top four cards of your library. You may reveal a creature card with mana value 3 or less from among them and put it into your hand. Put the rest on the bottom of your library in a random order.,2.0,1.0,0.31,bro,1
140,"Liberator, Urza's Battlethopter",{3},3.0,Flash Flying You may cast colorless spells and artifact spells as though they had flash. Whenever you cast a spell  if the amount of mana spent to cast that spell is greater than This Card's power  put a +1/+1 counter on Liberator.,1.0,2.0,1.85,bro,2
141,"Drafna, Founder of Lat-Nam",{1}{U},2.0,{1}{U}: Return target artifact you control to its owner's hand. {3}  {T}: Copy target artifact spell you control. (The copy becomes a token.),2.0,1.0,0.54,bro,2
142,Autonomous Assembler,{5},5.0,Prototype {1}{W} — 2/2 (You may cast this spell with different mana cost  color  and size. It keeps its abilities and types.) Vigilance {1}  {T}: Put a +1/+1 counter on target Assembly-Worker you control.,4.0,5.0,0.27,bro,2
143,Tomakul Honor Guard,{1}{G},2.0,Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls  counter it unless that player pays {2}.),3.0,1.0,0.06,bro,0
144,Simian Simulacrum,{3},3.0,When This Card enters the battlefield  put two +1/+1 counters on target creature you control. Unearth {2}{G}{G} ({2}{G}{G}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.),2.0,1.0,0.18,bro,2
145,Gixian Infiltrator,{1}{B},2.0,Whenever you sacrifice another permanent  put a +1/+1 counter on This Card.,2.0,1.0,0.10,bro,0
146,Artificer's Dragon,{6},6.0,Flying {R}: Artifact creatures you control get +1/+0 until end of turn. Unearth {3}{R}{R} ({3}{R}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.),4.0,4.0,0.24,bro,2
147,Ambush Paratrooper,{1}{W},2.0,Flash Flying {5}: Creatures you control get +1/+1 until end of turn.,1.0,2.0,0.03,bro,0
148,Tomakul Scrapsmith,{2}{R},3.0,When This Card enters the battlefield  mill three cards. You may put an artifact card from among the cards milled this way into your hand. If you don't  put a +1/+1 counter on This Card. (To mill a card  put the top card of your library into your graveyard.),2.0,1.0,0.02,bro,0
149,Perimeter Patrol,{2}{G},3.0,Whenever an artifact enters the battlefield under your control  This Card gets +1/+0 until end of turn.,3.0,3.0,0.03,bro,0
150,Swiftgear Drake,{5},5.0,Flying  haste When This Card enters the battlefield  put up to one target card from a graveyard on the bottom of its owner's library.,2.0,4.0,0.05,bro,0
151,Autonomous Assembler,{5},5.0,Prototype {1}{W} — 2/2 (You may cast this spell with different mana cost  color  and size. It keeps its abilities and types.) Vigilance {1}  {T}: Put a +1/+1 counter on target Assembly-Worker you control.,4.0,5.0,0.15,bro,2
152,Siege Veteran,{2}{W},3.0,At the beginning of combat on your turn  put a +1/+1 counter on target creature you control. Whenever another nontoken Soldier you control dies  create a 1/1 colorless Soldier artifact creature token.,2.0,2.0,0.69,bro,2
153,Monastery Swiftspear,{R},1.0,Haste Prowess (Whenever you cast a noncreature spell  this creature gets +1/+1 until end of turn.),1.0,2.0,0.15,bro,1
154,Arcane Proxy,{7},7.0,Prototype {1}{U}{U} — 2/1 (You may cast this spell with different mana cost  color  and size. It keeps its abilities and types.) When This Card enters the battlefield  if you cast it  exile target instant or sorcery card with mana value less than or equal to This Card's power from your graveyard. Copy that card. You may cast the copy without paying its mana cost.,4.0,3.0,4.92,bro,3
155,Spotter Thopter,{8},8.0,Prototype {3}{U} — 2/3 (You may cast this spell with different mana cost  color  and size. It keeps its abilities and types.) Flying When This Card enters the battlefield  scry X  where X is its power.,4.0,5.0,0.03,bro,1
156,Sarinth Steelseeker,{1}{G},2.0,Whenever an artifact enters the battlefield under your control  look at the top card of your library. If it's a land card  you may reveal it and put it into your hand. If you don't put the card into your hand  you may put it into your graveyard.,1.0,2.0,0.30,bro,1
157,Geology Enthusiast,{3}{U}{U},5.0,"At the beginning of your end step  create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."") {6}: Draw a card and put a +1/+1 counter on This Card.",2.0,5.0,0.12,bro,2
158,Skitterbeam Battalion,{9},9.0,Prototype {3}{R}{R} — 2/2 (You may cast this spell with different mana cost  color  and size. It keeps its abilities and types.) Trample  haste When This Card enters the battlefield  if you cast it  create two tokens that are copies of it.,4.0,4.0,1.30,bro,3
159,Geology Enthusiast,{3}{U}{U},5.0,"At the beginning of your end step  create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."") {6}: Draw a card and put a +1/+1 counter on This Card.",2.0,5.0,0.26,bro,2
160,Great Desert Prospector,{4}{W},5.0,"When This Card enters the battlefield  create a tapped Powerstone token for each other creature you control. (The tokens are artifacts with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")",3.0,2.0,0.08,bro,1
161,"Titania, Voice of Gaea",{1}{G}{G},3.0,Reach Whenever one or more land cards are put into your graveyard from anywhere  you gain 2 life. At the beginning of your upkeep  if there are four or more land cards in your graveyard and you both own and control This Card and a land named Argoth  Sanctum of Nature  exile them  then meld them into Titania  Gaea Incarnate.,3.0,4.0,24.46,bro,3
162,Arbalest Engineers,{1}{R}{G},3.0,"When This Card enters the battlefield  choose one — • This Card deals 1 damage to any target. • Put a +1/+1 counter on target creature. It gains trample and haste until end of turn. • Create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")",2.0,2.0,0.06,bro,1
163,Razorlash Transmogrant,{2},2.0,This Card can't block. {4}{B}{B}: Return This Card from your graveyard to the battlefield with a +1/+1 counter on it. This ability costs {4} less to activate if an opponent controls four or more nonbasic lands.,3.0,1.0,0.36,bro,2
164,Obstinate Baloth,{2}{G}{G},4.0,When This Card enters the battlefield  you gain 4 life. If a spell or ability an opponent controls causes you to discard This Card  put it onto the battlefield instead of putting it into your graveyard.,4.0,4.0,0.06,bro,1
165,Coastal Bulwark,{2},2.0,Defender This Card gets +2/+0 as long as you control an Island. {2}  {T}: Surveil 1. (Look at the top card of your library. You may put that card into your graveyard.),1.0,3.0,0.06,bro,0
166,Scrapwork Rager,{4},4.0,When This Card enters the battlefield  you draw a card and you lose 1 life. Unearth {3}{B} ({3}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.),2.0,2.0,0.06,bro,0
167,Phyrexian Dragon Engine,{3},3.0,Double strike When This Card enters the battlefield from your graveyard  you may discard your hand. If you do  draw three cards. Unearth {3}{R}{R} (Melds with Mishra  Claimed by Gix.),2.0,2.0,4.30,bro,2
168,Tocasia's Onulet,{5},5.0,When This Card leaves the battlefield  you gain 2 life. Unearth {3}{W} ({3}{W}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.),4.0,4.0,0.05,bro,0
169,Blitz Automaton,{7},7.0,Prototype {2}{R} - 3/2 (You may cast this spell with different mana cost  color  and size. It keeps its abilities and types.) Haste,6.0,4.0,0.09,bro,0
170,Arcane Proxy,{7},7.0,Prototype {1}{U}{U} — 2/1 (You may cast this spell with different mana cost  color  and size. It keeps its abilities and types.) When This Card enters the battlefield  if you cast it  exile target instant or sorcery card with mana value less than or equal to This Card's power from your graveyard. Copy that card. You may cast the copy without paying its mana cost.,4.0,3.0,7.00,bro,3
171,"Myrel, Shield of Argive",{3}{W},4.0,During your turn  your opponents can't cast spells or activate abilities of artifacts  creatures  or enchantments. Whenever This Card attacks  create X 1/1 colorless Soldier artifact creature tokens  where X is the number of Soldiers you control.,3.0,4.0,17.57,bro,3
172,Deathbloom Ritualist,{3}{B}{G},5.0,{T}: Add X mana of any one color  where X is the number of creature cards in your graveyard.,3.0,5.0,0.32,bro,2
173,Thran Spider,{3},3.0,Reach When This Card enters the battlefield  you and target opponent each create a tapped Powerstone token. {7}: Look at the top four cards of your library. You may reveal an artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.,2.0,4.0,0.12,bro,2
174,Stone Retrieval Unit,{4},4.0,"When This Card enters the battlefield  create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")",2.0,3.0,0.06,bro,0
175,Evangel of Synthesis,{U}{B},2.0,When This Card enters the battlefield  draw a card  then discard a card. As long as you've drawn two or more cards this turn  This Card gets +1/+0 and has menace.,2.0,3.0,0.06,bro,1
176,Sarinth Greatwurm,{4}{R}{G},6.0,"Trample Whenever a land enters the battlefield  create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")",7.0,6.0,1.89,bro,3
177,Koilos Roc,{4}{U},5.0,"Flash Flying When This Card enters the battlefield  create a tapped Powerstone token. (It's an artifact with ""{T}: Add {C}. This mana can't be spent to cast a nonartifact spell."")",3.0,3.0,0.05,bro,0
178,Gixian Skullflayer,{2}{B},3.0,At the beginning of your upkeep  if there are three or more creature cards in your graveyard  put a +1/+1 counter on This Card.,2.0,3.0,0.04,bro,0
179,Razorlash Transmogrant,{2},2.0,This Card can't block. {4}{B}{B}: Return This Card from your graveyard to the battlefield with a +1/+1 counter on it. This ability costs {4} less to activate if an opponent controls four or more nonbasic lands.,3.0,1.0,0.23,bro,2
180,Third Path Iconoclast,{U}{R},2.0,Whenever you cast a noncreature spell  create a 1/1 colorless Soldier artifact creature token.,2.0,1.0,1.69,bro,1
181,Yotian Medic,{2}{W},3.0,Lifelink,1.0,4.0,0.05,bro,0
182,Tower Worker,{3},3.0,Reach {T}: Add {C}. If you control creatures named Mine Worker and Power Plant Worker  add {C}{C}{C} instead.,1.0,3.0,0.08,bro,0
183,Retrieval Agent,{3}{U},4.0,{2}: This Card gets +1/-1 until end of turn.,2.0,5.0,0.03,bro,0
184,Loran of the Third Path,{2}{W},3.0,Vigilance When This Card enters the battlefield  destroy up to one target artifact or enchantment. {T}: You and target opponent each draw a card.,2.0,1.0,4.62,bro,2
185,"Gwenna, Eyes of Gaea",{2}{G},3.0,{T}: Add two mana in any combination of colors. Spend this mana only to cast creature spells or activate abilities of a creature or creature card. Whenever you cast a creature spell with power 5 or greater  put a +1/+1 counter on This Card and untap it.,2.0,3.0,1.81,bro,2
186,Conscripted Infantry,{2}{R},3.0,When This Card dies  create a 1/1 colorless Soldier artifact creature token.,3.0,1.0,0.04,bro,0
187,Siege Veteran,{2}{W},3.0,At the beginning of combat on your turn  put a +1/+1 counter on target creature you control. Whenever another nontoken Soldier you control dies  create a 1/1 colorless Soldier artifact creature token.,2.0,2.0,0.72,bro,2
188,"Mishra, Excavation Prodigy",{2}{R},3.0,Haste {1}  {T}  Discard a card: Draw a card. Whenever you discard one or more artifact cards  add {R}{R}. This ability triggers only once each turn.,2.0,1.0,0.07,bro,1
189,Teething Wurmlet,{G},1.0,This Card has deathtouch as long as you control three or more artifacts. Whenever an artifact enters the battlefield under your control  you gain 1 life. If this is the first time this ability has resolved this turn  put a +1/+1 counter on This Card.,1.0,1.0,0.63,bro,2
190,Heavyweight Demolisher,{7},7.0,Menace At the beginning of your upkeep  tap This Card unless you pay {3}. Unearth {6}{R}{R} ({6}{R}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.),8.0,6.0,0.05,bro,1
191,"Drafna, Founder of Lat-Nam",{1}{U},2.0,{1}{U}: Return target artifact you control to its owner's hand. {3}  {T}: Copy target artifact spell you control. (The copy becomes a token.),2.0,1.0,0.34,bro,2
192,Fallaji Dragon Engine,{8},8.0,Prototype {2}{R} — 1/3 (You may cast this spell with different mana cost  color  and size. It keeps its abilities and types.) Flying {2}: This Card gets +1/+0 until end of turn.,5.0,5.0,0.07,bro,1
193,Zephyr Sentinel,{1}{U},2.0,Flash Flying When This Card enters the battlefield  return up to one other target creature you control to its owner's hand. If it was a Soldier  put a +1/+1 counter on This Card.,2.0,1.0,0.09,bro,1
194,"Gix, Yawgmoth Praetor",{1}{B}{B},3.0,Whenever a creature deals combat damage to one of your opponents  its controller may pay 1 life. If they do  they draw a card. {4}{B}{B}{B}  Discard X cards: Exile the top X cards of target opponent's library. You may play land cards and cast spells from among cards exiled this way without paying their mana costs.,3.0,3.0,22.27,bro,3
195,Clay Revenant,{1},1.0,This Card enters the battlefield tapped. {2}{B}: Return This Card from your graveyard to your hand.,1.0,2.0,0.03,bro,0
196,Thraxodemon,{1}{B},2.0,{3}  {T}  Sacrifice another creature or artifact: Draw a card.,2.0,2.0,0.05,bro,0
197,"Mishra, Tamer of Mak Fawa",{3}{B}{R},5.0,"Permanents you control have ""Ward—Sacrifice a permanent."" Each artifact card in your graveyard has unearth {1}{B}{R}. ({1}{B}{R}: Return the card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",4.0,4.0,0.84,bro,2
198,Fallaji Vanguard,{2}{R}{W},4.0,First strike Whenever This Card or another creature enters the battlefield under your control  target creature gets +2/+0 until end of turn.,2.0,3.0,0.05,bro,1
